tags: ἕρμαιον ἕρμαιον-10 conjugaison

ἐπαίδευον (2a)|j'éduquais|indicatif imperfectif passé (imparfait)|voix active|ἐ-παίδευ-ο<span class=desinence>-ν</span>||ἐ-παίδευ-ε<span class=desinence>-ς</span>||ἐ-παίδευ-ε||ἐ-παιδεύ-ο<span class=desinence>-μεν</span>||ἐ-παιδεύ-ε<span class=desinence>-τε</span>||ἐ-παίδευ-ο<span class=desinence>-ν</span>|

ἐπαιδευόμην (2mp)|j'éduquais (M), j'étais éduqué (P)|indicatif imperfectif passé (imparfait)|voix médio-passive|ἐ-παιδευ-ό<span class="desinence">-μην</span>||ἐ-παιδεύ-ου|[*-ε<span class="desinence">-σο</span>]|ἐ-παιδεύ-ε<span class="desinence">-το</span>||ἐ-παιδευ-ό<span class="desinence">-μεθᾰ</span>||ἐ-παιδεύ-ε<span class="desinence">-σθε</span>||ἐ-παιδεύ-ο<span class="desinence">-ντο</span>|


ἐτίμων (2a)|j'honorais|indicatif imperfectif passé (imparfait)|voix active|ἐτίμ-ων|[*ἐτίμα-ο<span class="desinence">-ν</span>]|ἐτίμ-ας|[*ἐτίμα-ε<span class="desinence">-ς</span>]|ἐτίμ-α|[*ἐτίμα-ε]|ἐτιμ-ῶμεν|[*ἐτιμά-ο<span class="desinence">-μεν</span>]|ἐτιμ-ᾶτε|[*ἐτιμά-ε<span class="desinence">-τε</span>]|ἐτίμ-ων|[*ἐτίμα-ο<span class=desinence>-ν</span>]

ἐτιμώμην (2mp)|j'honorais (M), j'étais honoré (P)|indicatif imperfectif passé (imparfait)|voix médio-passive|ἐτιμ-ώμην|[*ἐτιμα-ό<span class="desinence">-μην</span>]|ἐτιμ-ῶ|[*ἐτιμά-ου (-ε<span class="desinence">-σο</span>)]|ἐτιμ-ᾶτο|[*ἐτιμά-ε<span class="desinence">-το</span>]|ἐτιμ-ώμεθα|[*ἐτιμα-ό<span class="desinence">-μεθᾰ</span>]|ἐτιμ-ᾶσθε|[*ἐτιμά-ε<span class="desinence">-σθε</span>]|ἐτιμ-ῶντο|[*ἐτιμά-ο<span class="desinence">-ντο</span>]


ἐποίουν (2a)|je faisais|indicatif imperfectif passé (imparfait)|voix active|ἐποί-ουν|[*ἐποίε-ο<span class="desinence">-ν</span>]|ἐποί-εις|[*ἐποίε-ε<span class="desinence">-ς</span>]|ἐποί-ει|[*ἐποίε-ε]|ἐποι-οῦμεν|[*ἐποιέ-ο<span class="desinence">-μεν</span>]|ἐποι-εῖτε|[*ἐποιέ-ε<span class="desinence">-τε</span>]|ἐποί-ουν|[*ἐποίε-ο<span class=desinence>-ν</span>]

ἐποιούμην (2mp)|je faisais (M), j'étais fait (P)|indicatif imperfectif passé (imparfait)|voix médio-passive|ἐποι-ούμην|[*ἐποιε-ό<span class="desinence">-μην</span>]|ἐποι-οῦ|[*ἐποιέ-ου (-ε<span class="desinence">-σο</span>)]|ἐποι-εῖτο|[*ἐποιέ-ε<span class="desinence">-το</span>]|ἐποι-ούμεθα|[*ἐποιε-ό<span class="desinence">-μεθᾰ</span>]|ἐποι-εῖσθε|[*ἐποιέ-ε<span class="desinence">-σθε</span>]|ἐποι-οῦντο|[*ἐποιέ-ο<span class="desinence">-ντο</span>]


ἐδήλουν (2a)|je montrais|indicatif imperfectif passé (imparfait)|voix active|ἐδήλ-ουν|[*ἐδήλο-ο<span class="desinence">-ν</span>]|ἐδήλ-ους|[*ἐδήλο-ε<span class="desinence">-ς</span>]|ἐδήλ-ου|[*ἐδήλο-ε]|ἐδηλ-οῦμεν|[*ἐδηλό-ο<span class="desinence">-μεν</span>]|ἐδηλ-οῦτε|[*ἐδηλό-ε<span class="desinence">-τε</span>]|ἐδήλ-ουν|[*ἐδήλο-ο<span class=desinence>-ν</span>]

ἐδηλούμην (2mp)|je montrais (M), j'étais montré (P)|indicatif imperfectif passé (imparfait)|voix médio-passive|ἐδηλ-ούμην|[*ἐδηλο-ό<span class="desinence">-μην</span>]|ἐδηλ-οῦ|[*ἐδηλό-ου (-ε<span class="desinence">-σο</span>)]|ἐδηλ-οῦτο|[*ἐδηλό-ε<span class="desinence">-το</span>]|ἐδηλ-ούμεθα|[*ἐδηλο-ό<span class="desinence">-μεθᾰ</span>]|ἐδηλ-οῦσθε|[*ἐδηλό-ε<span class="desinence">-σθε</span>]|ἐδηλ-οῦντο|[*ἐδηλό-ο<span class="desinence">-ντο</span>]


ἐδίψων (2a)|j'avais soif|indicatif imperfectif passé (imparfait)|voix active|ἐδίψ-ων|[*ἐδίψη-ο<span class="desinence">-ν</span>]|ἐδίψ-ης|[*ἐδίψη-ε<span class="desinence">-ς</span>]|ἐδίψ-η|[*ἐδίψη-ε]|ἐδιψ-ῶμεν|[*ἐδιψή-ο<span class="desinence">-μεν</span>]|ἐδιψ-ῆτε|[*ἐδιψή-ε<span class="desinence">-τε</span>]|ἐδίψ-ων|[*ἐδίψη-ο<span class=desinence>-ν</span>]

ἔζων (2a)|je vivais|indicatif imperfectif passé (imparfait)|voix active|ἔζ-ων|[*ἔζη-ο<span class="desinence">-ν</span>]|ἔζ-ης|[*ἔζη-ε<span class="desinence">-ς</span>]|ἔζ-η|[*ἔζη-ε]|ἐζ-ῶμεν|[*ἐζή-ο<span class="desinence">-μεν</span>]|ἐζ-ῆτε|[*ἐζή-ε<span class="desinence">-τε</span>]|ἔζ-ων|[*ἔζη-ο<span class=desinence>-ν</span>]

