tags: ἕρμαιον ἕρμαιον-6 déclinaison

 ὁ θήρ|la bête sauvage|ὁ|θήρ|θήρ|τὸν|θῆρ<span class="desinence">-ᾰ</span>|τοῦ|θηρ<span class="desinence">-ός</span>|τῷ|θηρ<span class="desinence">-ί</span>|οἱ|θῆρ<span class="desinence">-ες</span>|θῆρ<span class="desinence">-ες</span>|τοὺς|θῆρ<span class="desinence">-ᾰς</span>|τῶν|θηρ<span class="desinence">-ῶν</span>|τοῖς|θηρ<span class="desinence">-σί</span>

 ὁ ῥήτωρ|l'orateur|ὁ|ῥήτωρ|ῥῆτορ|τὸν|ῥήτορ<span class="desinence">-ᾰ</span>|τοῦ|ῥήτορ<span class="desinence">-ος</span>|τῷ|ῥήτορ<span class="desinence">-ῐ</span>|οἱ|ῥήτορ<span class="desinence">-ες</span>|ῥήτορ<span class="desinence">-ες</span>|τοὺς|ῥήτορ<span class="desinence">-ᾰς</span>|τῶν|ῥητόρ<span class="desinence">-ων</span>|τοῖς|ῥήτορ<span class="desinence">-σῐ</span>

 ὁ γύψ|le vautour|ὁ|γύψ|γύψ|τὸν|γῦπ<span class="desinence">-ᾰ</span>|τοῦ|γυπ<span class="desinence">-ός</span>|τῷ|γυπ<span class="desinence">-ί</span>|οἱ|γῦπ<span class="desinence">-ες</span>|γῦπ<span class="desinence">-ες</span>|τοὺς|γῦπ<span class="desinence">-ᾰς</span>|τῶν|γυπ<span class="desinence">-ῶν</span>|τοῖς|γυψί

 ὁ φύλαξ|le garde, le gardien|ὁ|φύλαξ|φύλαξ|τὸν|φύλακ<span class="desinence">-ᾰ</span>|τοῦ|φύλακ<span class="desinence">-ος</span>|τῷ|φύλακ<span class="desinence">-ῐ</span>|οἱ|φύλακ<span class="desinence">-ες</span>|φύλακ<span class="desinence">-ες</span>|τοὺς|φύλακ<span class="desinence">-ᾰς</span>|τῶν|φυλάκ<span class="desinence">-ων</span>|τοῖς|φύλαξῐ

 ἡ λαμπάς|la lampe|ἡ|λαμπά<span class="desinence">-ς</span>|λαμπά<span class="desinence">-ς</span>|τὴν|λαμπάδ<span class="desinence">-ᾰ</span>|τῆς|λαμπάδ<span class="desinence">-ος</span>|τῇ|λαμπάδ<span class="desinence">-ῐ</span>|αἱ|λαμπάδ<span class="desinence">-ες</span>|λαμπάδ<span class="desinence">-ες</span>|τὰς|λαμπάδ<span class="desinence">-ᾰς</span>|τῶν|λαμπάδ<span class="desinence">-ων</span>|ταῖς|λαμπά<span class="desinence">-σῐ</span>

 ἡ φροντίς|le souci|ἡ|φροντί<span class="desinence">-ς</span>|φροντί|τὴν|φροντίδ<span class="desinence">-ᾰ</span>|τῆς|φροντίδ<span class="desinence">-ος</span>|τῇ|φροντίδ<span class="desinence">-ῐ</span>|αἱ|φροντίδ<span class="desinence">-ες</span>|φροντίδ<span class="desinence">-ες</span>|τὰς|φροντίδ<span class="desinence">-ᾰς</span>|τῶν|φροντίδ<span class="desinence">-ων</span>|ταῖς|φροντί<span class="desinence">-σῐ</span>

 ἡ χάρις|la grâce|ἡ|χάρι<span class="desinence">-ς</span>|χάρι|τὴν|χάρι<span class="desinence">-ν</span>|τῆς|χάριτ<span class="desinence">-ος</span>|τῇ|χάριτ<span class="desinence">-ῐ</span>|αἱ|χάριτ<span class="desinence">-ες</span>|χάριτ<span class="desinence">-ες</span>|τὰς|χάριτ<span class="desinence">-ᾰς</span>|τῶν|χαρίτ<span class="desinence">-ων</span>|ταῖς|χάρι<span class="desinence">-σῐ</span>

 τὸ σῶμα|le corps|τὸ|σῶμα|σῶμα|τὸ|σῶμα|τοῦ|σώματ<span class="desinence">-ος</span>|τῷ|σώματ<span class="desinence">-ῐ</span>|τὰ|σώματ<span class="desinence">-ᾰ</span>|σώματ<span class="desinence">-ᾰ</span>|τὰ|σώματ<span class="desinence">-ᾰ</span>|τῶν|σωμάτ<span class="desinence">-ων</span>|τοῖς|σώμα<span class="desinence">-σῐ</span>

 ὁ ἀγών|la lutte, le concours|ὁ|ἀγών|ἀγών|τὸν|ἀγῶν<span class="desinence">-ᾰ</span>|τοῦ|ἀγῶν<span class="desinence">-ος</span>|τῷ|ἀγῶν<span class="desinence">-ῐ</span>|οἱ|ἀγῶν<span class="desinence">-ες</span>|ἀγῶν<span class="desinence">-ες</span>|τοὺς|ἀγῶν<span class="desinence">-ᾰς</span>|τῶν|ἀγών<span class="desinence">-ων</span>|τοῖς|ἀγῶ<span class="desinence">-σῐ</span>

 ὁ Ἕλλην|le Grec|ὁ|Ἕλλην|Ἕλλην|τὸν|Ἕλλην<span class="desinence">-ᾰ</span>|τοῦ|Ἕλλην<span class="desinence">-ος</span>|τῷ|Ἕλλην<span class="desinence">-ῐ</span>|οἱ|Ἕλλην<span class="desinence">-ες</span>|Ἕλλην<span class="desinence">-ες</span>|τοὺς|Ἕλλην<span class="desinence">-ᾰς</span>|τῶν|Ἑλλήν<span class="desinence">-ων</span>|τοῖς|Ἕλλη<span class="desinence">-σῐ</span>

 ὁ δαίμων|la divinité|ὁ|δαίμων|δαῖμον|τὸν|δαίμον<span class="desinence">-ᾰ</span>|τοῦ|δαίμον<span class="desinence">-ος</span>|τῷ|δαίμον<span class="desinence">-ῐ</span>|οἱ|δαίμον<span class="desinence">-ες</span>|δαίμον<span class="desinence">-ες</span>|τοὺς|δαίμον<span class="desinence">-ᾰς</span>|τῶν|δαιμόν<span class="desinence">-ων</span>|τοῖς|δαίμο<span class="desinence">-σῐ</span>

 ὁ ποιμήν|le berger|ὁ|ποιμήν|ποιμήν|τὸν|ποιμέν<span class="desinence">-ᾰ</span>|τοῦ|ποιμέν<span class="desinence">-ος</span>|τῷ|ποιμέν<span class="desinence">-ῐ</span>|οἱ|ποιμέν<span class="desinence">-ες</span>|ποιμέν<span class="desinence">-ες</span>|τοὺς|ποιμέν<span class="desinence">-ᾰς</span>|τῶν|ποιμέν<span class="desinence">-ων</span>|τοῖς|ποιμέ<span class="desinence">-σῐ</span>

 ὁ κόραξ|le corbeau|ὁ|κόραξ|κόραξ|τὸν|κόρακ<span class="desinence">-ᾰ</span>|τοῦ|κόρακ<span class="desinence">-ος</span>|τῷ|κόρακ<span class="desinence">-ῐ</span>|οἱ|κόρακ<span class="desinence">-ες</span>|κόρακ<span class="desinence">-ες</span>|τοὺς|κόρακ<span class="desinence">-ᾰς</span>|τῶν|κοράκ<span class="desinence">-ων</span>|τοῖς|κόραξῐ

 ἡ ἐλπίς|l'espoir|ἡ|ἐλπί<span class="desinence">-ς</span>|ἐλπί|τὴν|ἐλπίδ<span class="desinence">-ᾰ</span>|τῆς|ἐλπίδ<span class="desinence">-ος</span>|τῇ|ἐλπίδ<span class="desinence">-ῐ</span>|αἱ|ἐλπίδ<span class="desinence">-ες</span>|ἐλπίδ<span class="desinence">-ες</span>|τὰς|ἐλπίδ<span class="desinence">-ᾰς</span>|τῶν|ἐλπίδ<span class="desinence">-ων</span>|ταῖς|ἐλπί<span class="desinence">-σῐ</span>

 τὸ ποίημα|la chose créée, le poème|τὸ|ποίημα|ποίημα|τὸ|ποίημα|τοῦ|ποιήματ<span class="desinence">-ος</span>|τῷ|ποιήματ<span class="desinence">-ῐ</span>|τὰ|ποιήματ<span class="desinence">-ᾰ</span>|ποιήματ<span class="desinence">-ᾰ</span>|τὰ|ποιήματ<span class="desinence">-ᾰ</span>|τῶν|ποιημάτ<span class="desinence">-ων</span>|τοῖς|ποιήμα<span class="desinence">-σῐ</span>

 ἡ νύξ|la nuit|ἡ|νύξ|νύξ|τὴν|νύκτ<span class="desinence">-ᾰ</span>|τῆς|νυκτ<span class="desinence">-ός</span>|τῇ|νυκτ<span class="desinence">-ί</span>|αἱ|νύκτ<span class="desinence">-ες</span>|νύκτ<span class="desinence">-ες</span>|τὰς|νύκτ<span class="desinence">-ᾰς</span>|τῶν|νυκτ<span class="desinence">-ῶν</span>|ταῖς|νυξί

 ὁ παῖς|l'enfant|ὁ|παῖς|παῖ|τὸν|παῖδ<span class="desinence">-ᾰ</span>|τοῦ|παιδ<span class="desinence">-ός</span>|τῷ|παιδ<span class="desinence">-ί</span>|οἱ|παῖδ<span class="desinence">-ες</span>|παῖδ<span class="desinence">-ες</span>|τοὺς|παῖδ<span class="desinence">-ᾰς</span>|τῶν|πα<span style="font-weight: bold">ί</span>δ<span class="desinence">-ων</span>|τοῖς|παι<span class="desinence">-σί</span>

 ὁ ἀνήρ|l'homme, le mari|ὁ|ἀνήρ|ἄνερ|τὸν|ἄνδρ<span class="desinence">-ᾰ</span>|τοῦ|ἀνδρ<span class="desinence">-ός</span>|τῷ|ἀνδρ<span class="desinence">-ί</span>|οἱ|ἄνδρ<span class="desinence">-ες</span>|ἄνδρ<span class="desinence">-ες</span>|τοὺς|ἄνδρ<span class="desinence">-ᾰς</span>|τῶν|ἀνδρ<span class="desinence">-ῶν</span>|τοῖς|ἀνδρά<span class="desinence">-σῐ</span>

 ἡ γυνή|la femme|ἡ|γυνή|γύναι|τὴν|γυναῖκ<span class="desinence">-ᾰ</span>|τῆς|γυναικ<span class="desinence">-ός</span>|τῇ|γυναικ<span class="desinence">-ί</span>|αἱ|γυναῖκ<span class="desinence">-ες</span>|γυναῖκ<span class="desinence">-ες</span>|τὰς|γυναῖκ<span class="desinence">-ᾰς</span>|τῶν|γυναικ<span class="desinence">-ῶν</span>|ταῖς|γυναιξί

 ὁ γίγας|le géant|ὁ|γίγᾱς|γίγαν|τὸν|γίγαντ<span class="desinence">-ᾰ</span>|τοῦ|γίγαντ<span class="desinence">-os</span>|τῷ|γίγαντ<span class="desinence">-ῐ</span>|οἱ|γίγαντ<span class="desinence">-ες</span>|γίγαντ<span class="desinence">-ες</span>|τοὺς|γίγαντ<span class="desinence">-ᾰς</span>|τῶν|γιγάντ<span class="desinence">-ων</span>|τοῖς|γίγᾱ<span class="desinence">-σῐ</span>

 ὁ λέων|le lion|ὁ|λέων|λέον|τὸν|λέοντ<span class="desinence">-ᾰ</span>|τοῦ|λέοντ<span class="desinence">-oς</span>|τῷ|λέοντ<span class="desinence">-ῐ</span>|οἱ|λέοντ<span class="desinence">-ες</span>|λέοντ<span class="desinence">-ες</span>|τοὺς|λέοντ<span class="desinence">-ᾰς</span>|τῶν|λεόντ<span class="desinence">-ων</span>|τοῖς|λέ<span style="font-weight: bold">ου</span><span class="desinence">-σῐ</span>


 εὐδαίμων|heureux (M), heureuse (F)||εὐδαίμων|ε<span style="font-weight: bold">ὔ</span>δαιμον||εὐδαίμον<span class="desinence">-ᾰ</span>||εὐδαίμον<span class="desinence">-oς</span>||εὐδαίμον<span class="desinence">-ῐ</span>||εὐδαίμον<span class="desinence">-ες</span>|εὐδαίμον<span class="desinence">-ες</span>||εὐδαίμον<span class="desinence">-ᾰς</span>||εὐδαιμόν<span class="desinence">-ων</span>||εὐδαίμο<span class="desinence">-σῐ</span>

 εὔδαιμον|heureux (N)||ε<span style="font-weight: bold">ὔ</span>δαιμον|ε<span style="font-weight: bold">ὔ</span>δαιμον||ε<span style="font-weight: bold">ὔ</span>δαιμον||εὐδαίμον<span class="desinence">-oς</span>||εὐδαίμον<span class="desinence">-ῐ</span>||εὐδαίμον<span class="desinence">-ᾰ</span>|εὐδαίμον<span class="desinence">-ᾰ</span>||εὐδαίμον<span class="desinence">-ᾰ</span>||εὐδαιμόν<span class="desinence">-ων</span>||εὐδαίμο<span class="desinence">-σῐ</span>


 μέλας|noir (M)||μέλας|μέλαν||μέλαν<span class="desinence">-ᾰ</span>||μέλαν<span class="desinence">-oς</span>||μέλαν<span class="desinence">-ῐ</span>||μέλαν<span class="desinence">-ες</span>|μέλαν<span class="desinence">-ες</span>||μέλαν<span class="desinence">-ᾰς</span>||μελάν<span class="desinence">-ων</span>||μέλα<span class="desinence">-σῐ</span>

 μέλαν|noir (N)||μέλαν|μέλαν||μέλαν||μέλαν<span class="desinence">-oς</span>||μέλαν<span class="desinence">-ῐ</span>||μέλαν<span class="desinence">-ᾰ</span>|μέλαν<span class="desinence">-ᾰ</span>||μέλαν<span class="desinence">-ᾰ</span>||μελάν<span class="desinence">-ων</span>||μέλα<span class="desinence">-σῐ</span>

 μέλαινα|noire (F)||μέλαιν<span class="desinence">-ᾰ</span>|μέλαιν<span class="desinence">-ᾰ</span>||μέλαιν<span class="desinence">-ᾰν</span>||μελαίν<span class="desinence">-ης</span>||μελαίν<span class="desinence">-ῃ</span>||μέλαιν<span class="desinence">-αι</span>|μέλαιν<span class="desinence">-αι</span>||μελαίν<span class="desinence">-ᾱς</span>||μελαιν<span class="desinence">-ῶν</span>||μελαίν<span class="desinence">-αις</span>


 πᾶς|tout (M)||πᾶς|πᾶς||πάντ<span class="desinence">-ᾰ</span>||παντ<span class="desinence">-ός</span>||παντ<span class="desinence">-ί</span>||πάντ<span class="desinence">-ες</span>|πάντ<span class="desinence">-ες</span>||πάντ<span class="desinence">-ᾰς</span>||πάντ<span class="desinence">-ων</span>||πᾶ<span class="desinence">-σῐ</span>

 πᾶν|tout (N)||πᾶν|πᾶν||πᾶν||παντ<span class="desinence">-ός</span>||παντ<span class="desinence">-ί</span>||πάντ<span class="desinence">-ᾰ</span>|πάντ<span class="desinence">-ᾰ</span>||πάντ<span class="desinence">-ᾰ</span>||πάντ<span class="desinence">-ων</span>||πᾶ<span class="desinence">-σῐ</span>

 πᾶσα|toute (F)||πᾶσ<span class="desinence">-ᾰ</span>|πᾶσ<span class="desinence">-ᾰ</span>||πᾶσ<span class="desinence">-ᾰν</span>||πάσ<span class="desinence">-ης</span>||πάσ<span class="desinence">-ῃ</span>||πᾶσ<span class="desinence">-αι</span>|πᾶσ<span class="desinence">-αι</span>||πάσ<span class="desinence">-ᾱς</span>||πασ<span class="desinence">-ῶν</span>||πάσ<span class="desinence">-αις</span>


 ἅπας|en totalité, tout entier (M)||ἅπας|ἅπας||ἅπαντ<span class="desinence">-ᾰ</span>||ἅπαντ<span class="desinence">-ος</span>||ἅπαντ<span class="desinence">-ῐ</span>||ἅπαντ<span class="desinence">-ες</span>|ἅπαντ<span class="desinence">-ες</span>||ἅπαντ<span class="desinence">-ᾰς</span>||ἁπάντ<span class="desinence">-ων</span>||ἅπα<span class="desinence">-σῐ</span>

